CNT,gender,immigrant_status,belonging,math_anxiety,parent_edu,parent_occ,ict_resources,ses,math_score,ses_quartile,country
JOR,Male,1.0,-0.953,2.6109,8.0,43.33,-2.1012,-0.8884,344.5741,Q2,Jordan
JOR,Male,1.0,-0.0126,-2.249,5.0,27.91,-1.1092,-1.376,375.66020000000003,Q1 (Lowest),Jordan
JOR,Female,,,,,,-0.5541,,466.2182000000001,,Jordan
JOR,Male,1.0,-1.0621,,6.0,59.89,-1.2007,-1.0542,372.5857,Q2,Jordan
JOR,Male,1.0,-1.3613,-0.35,10.0,75.54,-0.354,0.6493,276.8364,Q4 (Highest),Jordan
JOR,Male,1.0,-1.4042,2.5429,5.0,35.34,-1.0426,-1.2561,314.6627,Q1 (Lowest),Jordan
JOR,Female,1.0,1.0846,0.133,8.0,80.78,-0.3919,0.7297,441.8005,Q4 (Highest),Jordan
JOR,Male,1.0,2.7562,-0.6243,6.0,25.23,-1.3409,-1.4899,394.9956,Q1 (Lowest),Jordan
JOR,Female,1.0,,2.5429,10.0,86.72,2.4808,1.4487,367.91020000000003,Q4 (Highest),Jordan
JOR,Male,1.0,-0.0437,,9.0,35.34,-1.3046,-0.3512,290.74989999999997,Q2,Jordan
JOR,Female,1.0,2.7474,1.4278,9.0,35.34,-0.3919,-0.3634,377.95439999999996,Q2,Jordan
JOR,Male,2.0,-0.8119,-2.249,10.0,76.65,0.7258,1.0071,390.6372,Q4 (Highest),Jordan
JOR,Male,1.0,1.4693,-0.4577,5.0,27.91,0.4249,-1.1177,370.4114,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.776,0.6566,6.0,51.92,-0.9462,-0.7638,293.4013,Q2,Jordan
JOR,Male,1.0,,,5.0,17.0,-2.4047,-2.3086,263.39369999999997,Q1 (Lowest),Jordan
JOR,Male,1.0,2.7474,0.1931,6.0,27.91,0.0927,-0.9006,367.72650000000004,Q2,Jordan
JOR,Female,,-0.1058,,9.0,73.38,1.59,0.7661,455.03770000000003,Q4 (Highest),Jordan
JOR,Male,1.0,0.3857,-0.2045,6.0,,-2.2022,-2.5563,359.95709999999997,Q1 (Lowest),Jordan
JOR,Male,1.0,0.7356,0.602,7.0,17.0,-1.6644,-1.3184,372.0483,Q1 (Lowest),Jordan
JOR,Female,1.0,0.1436,2.6149,3.0,50.15,-2.7284,-2.4418,372.3954,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.8145,1.8003,9.0,80.75,-1.5047,0.249,336.23530000000005,Q3,Jordan
JOR,Female,1.0,2.7562,0.5653,8.0,82.41,-1.5299,0.2099,397.6375,Q3,Jordan
JOR,Male,1.0,-0.6206,-0.5006,8.0,,-1.5569,0.1164,324.8645,Q3,Jordan
JOR,Female,1.0,0.0645,-1.2899,8.0,82.41,0.355,1.1538,461.92569999999995,Q4 (Highest),Jordan
JOR,Female,1.0,0.028,-0.3794,5.0,29.47,-1.3657,-1.2491,397.714,Q1 (Lowest),Jordan
JOR,Male,2.0,0.3216,-0.3794,9.0,86.72,-0.9512,0.3754,405.4042,Q3,Jordan
JOR,Female,1.0,0.8563,-0.1371,6.0,30.34,-1.4921,-1.436,384.5388,Q1 (Lowest),Jordan
JOR,Female,1.0,1.4693,-0.0575,8.0,43.76,-1.4512,-0.6596,402.37449999999995,Q2,Jordan
JOR,Female,3.0,2.2967,,6.0,,1.3201,-0.0499,284.26519999999994,Q2,Jordan
JOR,Female,2.0,0.3378,-0.1341,7.0,77.1,0.5968,0.5081,409.459,Q3,Jordan
JOR,Male,3.0,-1.0075,-0.1172,10.0,17.0,-0.1515,-0.2049,371.14540000000005,Q2,Jordan
JOR,Male,1.0,0.8759,,9.0,17.0,0.0121,-1.0249,327.9281,Q2,Jordan
JOR,Female,1.0,-1.4687,1.4533,6.0,17.0,-1.3409,-1.8415,344.1855,Q1 (Lowest),Jordan
JOR,Female,,-0.47,,10.0,51.5,1.6324,0.444,323.3249,Q3,Jordan
JOR,Male,1.0,0.3279,0.1748,9.0,79.74,-0.9652,0.239,429.12330000000003,Q3,Jordan
JOR,Female,1.0,-0.5964,-0.7035,10.0,71.39,-1.6617,-0.129,316.0675,Q2,Jordan
JOR,Male,1.0,0.1742,-0.1371,10.0,85.41,1.2696,1.1721,299.0694,Q4 (Highest),Jordan
JOR,Female,1.0,0.1564,0.6647,5.0,51.63,-3.5424,-1.5691,459.75819999999993,Q1 (Lowest),Jordan
JOR,Female,,-0.9491,0.1932,6.0,27.91,-0.6537,-1.2896,376.35659999999996,Q1 (Lowest),Jordan
JOR,Female,1.0,0.1742,0.4067,3.0,50.15,-3.5424,-2.4381,361.5775,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.6137,,10.0,17.0,-0.2677,-0.9273,345.5297,Q2,Jordan
JOR,Male,1.0,0.3161,-2.249,8.0,35.34,0.3497,-0.4861,414.7451,Q2,Jordan
JOR,Male,1.0,-0.2482,0.7889,8.0,47.74,-0.9047,-0.0334,409.0291,Q2,Jordan
JOR,Male,1.0,-1.7085,,5.0,17.0,-0.4405,-1.6812,378.2391,Q1 (Lowest),Jordan
JOR,Male,1.0,0.9331,-0.0423,5.0,25.63,-1.5589,-1.8223,360.6769,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.8772,0.051,10.0,,0.1984,0.9156,308.97860000000003,Q4 (Highest),Jordan
JOR,Female,1.0,0.3086,0.7889,9.0,51.5,-0.6874,-0.1492,349.3145,Q2,Jordan
JOR,Male,,0.3508,2.6109,5.0,,-3.8191,-2.5626,290.40819999999997,Q1 (Lowest),Jordan
JOR,Female,1.0,-1.0973,-0.7107,8.0,76.49,0.0974,0.781,487.80699999999996,Q4 (Highest),Jordan
JOR,Male,1.0,,,9.0,,-1.4741,0.0,365.09150000000005,Q3,Jordan
JOR,Female,1.0,0.8273,0.133,7.0,76.65,-0.4842,0.3647,401.3272,Q3,Jordan
JOR,Female,1.0,-0.9517,-0.3744,6.0,31.08,-1.2139,-1.3886,334.05510000000004,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.608,,9.0,25.23,-0.3153,-0.512,323.8682,Q2,Jordan
JOR,Male,1.0,-0.4568,0.2075,5.0,17.0,-1.6266,-1.823,341.39549999999997,Q1 (Lowest),Jordan
JOR,Male,1.0,0.3759,,9.0,82.41,-0.9945,0.7298,348.64079999999996,Q4 (Highest),Jordan
JOR,Male,1.0,-1.5887,0.7768,7.0,17.0,0.9368,-0.7171,330.67549999999994,Q2,Jordan
JOR,Male,1.0,,,6.0,,-2.5079,-1.635,297.5458,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.2476,,7.0,35.34,-0.6409,-0.4158,308.393,Q2,Jordan
JOR,Female,3.0,-0.338,-0.9979,1.0,17.0,-1.2005,-2.9961,497.2718000000001,Q1 (Lowest),Jordan
JOR,Male,1.0,,,7.0,,-1.806,-0.8486,326.1322,Q2,Jordan
JOR,Female,2.0,-0.0536,-0.1371,7.0,30.34,-1.4512,-1.0893,379.36199999999997,Q1 (Lowest),Jordan
JOR,Female,,-0.9466,-0.1172,7.0,35.34,-1.7563,-1.1079,428.6415,Q1 (Lowest),Jordan
JOR,Female,1.0,1.4416,-0.9979,8.0,82.41,0.2538,0.8689,478.4904,Q4 (Highest),Jordan
JOR,Female,1.0,0.1689,-0.9877,9.0,82.41,1.7513,1.4858,516.8605999999999,Q4 (Highest),Jordan
JOR,Female,1.0,0.5453,0.3025,10.0,86.72,1.0397,1.132,401.33299999999997,Q4 (Highest),Jordan
JOR,Male,1.0,-0.3261,-0.2045,6.0,17.0,-3.1199,-2.2712,317.6155,Q1 (Lowest),Jordan
JOR,Male,,,,,,,,330.0141,,Jordan
JOR,Female,1.0,0.5969,,8.0,17.0,-1.5588,-1.0449,440.0143,Q2,Jordan
JOR,Male,1.0,-0.9114,-2.249,6.0,23.57,-3.4564,-2.1989,430.0356,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.7308,,5.0,27.91,0.4025,-0.872,324.79900000000004,Q2,Jordan
JOR,Female,1.0,,,3.0,71.39,-3.6166,-1.8353,321.3576,Q1 (Lowest),Jordan
JOR,Female,1.0,0.1959,-0.0394,7.0,71.39,-1.7731,-0.4343,354.698,Q2,Jordan
JOR,Male,1.0,-0.8983,,10.0,17.0,-1.4531,-0.8256,272.8315,Q2,Jordan
JOR,Female,1.0,-0.8798,-0.3794,5.0,29.47,-1.3596,-1.4272,297.9187,Q1 (Lowest),Jordan
JOR,Male,1.0,0.8759,-0.4778,7.0,17.0,-1.4853,-1.3873,429.9757000000001,Q1 (Lowest),Jordan
JOR,Male,1.0,-1.6418,,6.0,,-4.7522,-3.8005,257.41540000000003,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.6035,-0.2045,7.0,68.7,-2.2307,-0.6344,393.339,Q2,Jordan
JOR,Male,1.0,0.5625,-0.1172,7.0,71.39,-0.2602,0.3089,407.92969999999997,Q3,Jordan
JOR,Female,3.0,-0.6387,,5.0,21.82,-1.4126,-1.866,365.0799,Q1 (Lowest),Jordan
JOR,Male,,-0.7299,,2.0,,-1.7004,-2.8281,316.14459999999997,Q1 (Lowest),Jordan
JOR,Male,2.0,0.483,0.1031,8.0,75.54,0.0113,0.2316,384.4234,Q3,Jordan
JOR,Female,3.0,-0.9024,0.8251,3.0,22.25,0.1496,-1.9058,350.271,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.4893,-0.4577,8.0,35.34,0.0651,-0.3295,461.61530000000005,Q2,Jordan
JOR,Female,2.0,0.0311,0.7889,8.0,82.41,0.6187,0.7546,448.36179999999996,Q4 (Highest),Jordan
JOR,Male,1.0,0.1879,-0.9755,9.0,82.41,-0.5836,0.6828,463.7168,Q4 (Highest),Jordan
JOR,Female,1.0,-1.0546,0.4175,7.0,28.48,-1.9021,-1.0518,337.41259999999994,Q2,Jordan
JOR,Male,3.0,-0.7865,0.6566,6.0,17.0,-1.1017,-1.3083,379.93879999999996,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.7204,-0.1172,9.0,76.49,-1.7782,-0.0226,363.1222,Q2,Jordan
JOR,Male,,-0.7774,0.6387,3.0,17.0,-1.9064,-2.5903,380.765,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.1172,-0.4577,10.0,17.0,-2.2833,-1.2113,364.0508,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.7204,-0.2045,10.0,85.41,-0.1216,0.7484,532.5763,Q4 (Highest),Jordan
JOR,Male,1.0,0.1324,-0.2045,8.0,75.54,0.3529,0.4961,337.8325,Q3,Jordan
JOR,Male,1.0,-0.338,0.051,6.0,25.06,-2.2022,-1.9477,341.83889999999997,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.7485,,6.0,51.5,-1.6182,-1.0835,340.1663,Q1 (Lowest),Jordan
JOR,Female,1.0,1.1314,0.3729,9.0,71.39,-1.2005,0.1563,388.45680000000004,Q3,Jordan
JOR,Male,1.0,-1.1175,2.5026,10.0,82.41,2.4881,1.2051,288.5493,Q4 (Highest),Jordan
JOR,Male,1.0,0.1976,2.6109,5.0,24.85,-1.7465,-1.5046,344.6662,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.4911,0.6387,6.0,17.0,-1.9021,-1.8348,318.7058,Q1 (Lowest),Jordan
JOR,Female,1.0,-1.7806,,7.0,82.41,0.4581,0.4759,355.28049999999996,Q3,Jordan
JOR,Female,1.0,-0.2327,1.1606,8.0,,-0.8577,0.1932,326.3629,Q3,Jordan
JOR,Female,1.0,0.3361,-0.4577,6.0,63.29,-1.1871,-0.6488,314.1847,Q2,Jordan
JOR,Female,,,,,,,,390.45830000000007,,Jordan
JOR,Female,1.0,0.3368,-0.5191,9.0,70.34,1.9394,0.8111,478.7789999999999,Q4 (Highest),Jordan
JOR,Male,1.0,0.2094,,10.0,35.34,-1.2389,-0.8581,341.20770000000005,Q2,Jordan
JOR,Female,3.0,2.1143,0.6566,3.0,39.04,-2.2022,-2.4174,410.4115,Q1 (Lowest),Jordan
JOR,Male,1.0,0.0057,1.0161,3.0,24.49,-0.359,-1.9329,362.0259,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.631,-2.3868,10.0,17.0,-2.8848,-1.8279,303.3969,Q1 (Lowest),Jordan
JOR,Male,1.0,0.314,,9.0,16.5,-1.8001,-0.948,324.64250000000004,Q2,Jordan
JOR,Male,1.0,2.7308,,10.0,39.04,-2.2212,-0.4905,391.16479999999996,Q2,Jordan
JOR,Male,,,0.4067,,,-2.2402,,373.0385,,Jordan
JOR,Female,1.0,,,4.0,,-2.2679,-1.6693,357.4134,Q1 (Lowest),Jordan
JOR,Female,,-0.7051,1.0161,8.0,58.05,-1.7465,-0.2421,353.0065,Q2,Jordan
JOR,Female,1.0,-1.3379,0.7889,6.0,35.34,-1.6424,-1.5136,384.5086,Q1 (Lowest),Jordan
JOR,Male,1.0,,,10.0,73.91,-2.4566,-0.1927,412.01030000000003,Q2,Jordan
JOR,Male,1.0,,,9.0,,0.7598,0.4228,300.12469999999996,Q3,Jordan
JOR,Female,1.0,0.5768,,5.0,25.23,-2.6224,-2.2548,315.00210000000004,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.0267,0.2406,8.0,17.0,0.5695,-0.8257,439.77560000000005,Q2,Jordan
JOR,Male,1.0,-0.9038,1.0508,7.0,76.49,-1.2223,0.1019,432.5594,Q3,Jordan
JOR,Female,3.0,-0.5079,1.8003,8.0,88.31,0.9174,1.1301,417.7718999999999,Q4 (Highest),Jordan
JOR,Male,1.0,-0.6065,-0.0394,9.0,65.01,-0.6278,0.2439,385.22670000000005,Q3,Jordan
JOR,Male,1.0,-0.9555,0.3025,6.0,17.0,-2.2847,-1.8916,264.55920000000003,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.9137,-0.2045,3.0,70.4,-0.9757,-0.9532,404.9008,Q2,Jordan
JOR,Male,1.0,0.5335,2.5429,10.0,88.31,-0.509,0.8245,407.3665,Q4 (Highest),Jordan
JOR,Male,1.0,-0.2182,-2.382,3.0,25.95,-2.9862,-2.143,383.6263,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.773,1.0508,10.0,,-1.4263,-0.7638,303.98339999999996,Q2,Jordan
JOR,Male,1.0,-0.7615,0.3729,6.0,25.95,-2.5618,-1.9272,352.5664,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.2482,0.3729,6.0,29.18,-1.0711,-1.1531,428.1648,Q1 (Lowest),Jordan
JOR,Female,1.0,,,9.0,,2.6975,1.1631,359.2858,Q4 (Highest),Jordan
JOR,Female,1.0,-0.8832,0.3025,9.0,76.49,-1.8522,-0.1168,319.5879,Q2,Jordan
JOR,Female,1.0,-0.9468,0.1932,9.0,35.34,-1.3089,-0.204,397.33270000000005,Q2,Jordan
JOR,Male,1.0,0.2442,0.1031,9.0,76.49,-0.3759,0.7457,375.5319,Q4 (Highest),Jordan
JOR,Male,1.0,-0.7034,1.2918,7.0,,-1.9303,-1.7093,425.92240000000004,Q1 (Lowest),Jordan
JOR,Male,1.0,-1.1175,,10.0,30.34,-0.7841,-0.4971,275.45829999999995,Q2,Jordan
JOR,Male,1.0,-0.6624,0.429,10.0,78.76,0.2876,0.6328,350.9508,Q4 (Highest),Jordan
JOR,Female,1.0,-0.7424,,10.0,,2.1102,0.3656,371.355,Q3,Jordan
JOR,Female,3.0,-0.8926,-0.3141,7.0,71.39,0.7994,0.6606,433.92560000000003,Q4 (Highest),Jordan
JOR,Male,1.0,-1.0064,,5.0,33.66,-1.1149,-1.3469,324.3548,Q1 (Lowest),Jordan
JOR,Female,2.0,-0.826,1.2587,8.0,63.31,-2.8182,-0.658,354.346,Q2,Jordan
JOR,Female,1.0,0.7286,2.6109,6.0,25.63,-1.0762,-1.3533,277.1732,Q1 (Lowest),Jordan
JOR,Female,,0.7356,-0.0394,7.0,79.05,-1.9354,-0.3989,376.51550000000003,Q2,Jordan
JOR,Male,1.0,-0.106,,10.0,71.39,-0.5523,0.5249,385.25840000000005,Q3,Jordan
JOR,Female,1.0,-0.2482,0.602,8.0,30.34,-1.149,-0.6868,355.7729,Q2,Jordan
JOR,Male,1.0,-0.3485,0.1931,10.0,17.0,-2.2679,-1.2019,313.5533000000001,Q1 (Lowest),Jordan
JOR,Female,,-1.0249,,5.0,76.65,-1.7731,-0.6206,374.8253,Q2,Jordan
JOR,Female,1.0,-0.338,0.1748,8.0,71.39,-1.2189,-0.1406,395.7345,Q2,Jordan
JOR,Female,1.0,-0.0311,,7.0,35.34,-1.7119,-0.7993,384.76,Q2,Jordan
JOR,Female,1.0,-0.1008,-0.4577,3.0,17.0,-2.958,-3.0184,378.43499999999995,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.7331,-0.4145,5.0,16.5,-1.9421,-1.8916,341.63300000000004,Q1 (Lowest),Jordan
JOR,Female,1.0,0.3142,-0.0423,7.0,27.91,-1.2377,-0.8008,491.22210000000007,Q2,Jordan
JOR,Female,1.0,-0.8161,1.9159,5.0,25.06,-0.8601,-1.535,335.48840000000007,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.471,-1.2756,8.0,85.41,0.0675,0.7733,590.7670999999999,Q4 (Highest),Jordan
JOR,Female,1.0,-0.8983,0.1932,7.0,27.91,0.8072,-0.4244,346.47400000000005,Q2,Jordan
JOR,Male,1.0,-0.8424,0.8757,3.0,17.0,-0.7431,-1.6903,340.50290000000007,Q1 (Lowest),Jordan
JOR,Male,1.0,0.3161,,5.0,17.0,-1.1378,-1.4977,366.725,Q1 (Lowest),Jordan
JOR,Female,1.0,,,8.0,17.0,-2.0953,-1.2083,328.2315,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.7352,-0.0575,,,-1.1079,,321.8036,,Jordan
JOR,Female,1.0,-0.6659,0.544,8.0,82.41,1.6292,1.5193,496.95869999999996,Q4 (Highest),Jordan
JOR,Female,1.0,2.7474,,8.0,76.49,0.0342,0.3434,401.21270000000004,Q3,Jordan
JOR,Male,,0.7286,,8.0,17.0,-1.416,-1.1505,330.71740000000005,Q1 (Lowest),Jordan
JOR,Male,1.0,0.0271,-0.3072,8.0,17.0,-1.251,-0.6205,289.31550000000004,Q2,Jordan
JOR,Male,1.0,0.5268,-2.3558,8.0,76.65,-1.299,0.0461,453.47520000000003,Q3,Jordan
JOR,Male,1.0,-0.7631,-2.3945,5.0,29.16,-1.3756,-1.3323,418.93010000000004,Q1 (Lowest),Jordan
JOR,Male,1.0,1.4872,-0.1371,5.0,17.0,-1.2726,-1.7765,282.82699999999994,Q1 (Lowest),Jordan
JOR,Male,1.0,-1.597,2.6149,10.0,27.91,-0.1428,-0.3172,311.5621,Q2,Jordan
JOR,Female,1.0,-0.3397,0.1237,3.0,,-2.2768,-1.7702,341.8209,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.3397,0.6387,5.0,17.0,-3.0352,-2.464,364.63530000000003,Q1 (Lowest),Jordan
JOR,Female,1.0,0.3759,-0.2704,7.0,27.3,-0.0003,-0.9806,346.3109,Q2,Jordan
JOR,Female,1.0,-0.6659,-0.8811,8.0,17.0,-2.0472,-1.166,449.995,Q1 (Lowest),Jordan
JOR,Female,1.0,0.1742,0.4067,9.0,43.85,2.2168,0.214,361.26110000000006,Q3,Jordan
JOR,Female,1.0,2.7562,-0.7358,10.0,60.92,0.7156,0.5778,409.2474,Q3,Jordan
JOR,Male,,-1.0376,0.5304,10.0,,-0.5312,0.0474,280.1460000000001,Q3,Jordan
JOR,Male,1.0,-1.9032,0.429,9.0,76.49,0.211,0.4752,356.76509999999996,Q3,Jordan
JOR,Male,1.0,-1.0744,,3.0,,-2.158,-1.6655,290.7996,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.7266,-0.9979,6.0,25.71,-1.7691,-1.6331,340.7267,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.8389,1.2587,7.0,74.66,-1.9356,-0.2282,376.9264,Q2,Jordan
JOR,Male,1.0,0.3161,-0.2758,10.0,,-2.0639,-0.7216,252.92819999999998,Q2,Jordan
JOR,Male,1.0,-0.9981,,10.0,,-1.9303,-1.2616,261.286,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.767,,10.0,17.0,-2.2867,-1.4018,313.0561000000001,Q1 (Lowest),Jordan
JOR,Male,1.0,-1.1175,,10.0,49.3,1.5519,0.8408,387.9613,Q4 (Highest),Jordan
JOR,Female,2.0,2.4581,-0.755,6.0,17.0,-0.6672,-1.4558,423.3196,Q1 (Lowest),Jordan
JOR,Male,3.0,0.3249,,3.0,22.75,-1.6749,-2.1596,294.4452,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.624,1.2587,5.0,51.63,-1.2178,-1.2714,375.65149999999994,Q1 (Lowest),Jordan
JOR,Male,,,,9.0,76.49,1.4725,0.7296,282.66979999999995,Q4 (Highest),Jordan
JOR,Male,3.0,-1.6861,,6.0,30.78,-1.5161,-1.6695,266.03049999999996,Q1 (Lowest),Jordan
JOR,Male,3.0,0.492,0.4067,10.0,17.0,0.33,-0.5015,420.99749999999995,Q2,Jordan
JOR,Male,1.0,2.2967,0.8918,8.0,58.05,-0.4115,0.3688,362.08299999999997,Q3,Jordan
JOR,Female,1.0,-0.838,0.7889,7.0,76.65,-3.1006,-1.0068,380.89480000000003,Q2,Jordan
JOR,Female,1.0,-0.2482,0.905,6.0,35.34,-1.4512,-1.3291,319.5841,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.0645,,8.0,86.72,-0.0894,0.4209,289.1807,Q3,Jordan
JOR,Female,1.0,0.1918,0.3378,8.0,81.13,-0.3928,0.8232,436.8501,Q4 (Highest),Jordan
JOR,Male,,,,,,,,329.94399999999996,,Jordan
JOR,Female,1.0,-0.0494,,5.0,28.48,0.4382,-0.9691,469.6468,Q2,Jordan
JOR,Female,1.0,0.3379,-0.0575,6.0,51.63,-0.9057,-1.0005,385.3069,Q2,Jordan
JOR,Female,1.0,-0.7107,-0.9877,8.0,81.05,-1.0287,0.2017,418.09259999999995,Q3,Jordan
JOR,Female,1.0,2.1143,-1.6297,6.0,82.41,-2.7782,-0.6884,402.42710000000005,Q2,Jordan
JOR,Female,3.0,-0.338,0.602,5.0,27.91,-0.8292,-1.3137,381.7148,Q1 (Lowest),Jordan
JOR,Male,3.0,-1.2374,,7.0,17.0,-2.7001,-1.7111,280.07069999999993,Q1 (Lowest),Jordan
JOR,Female,,,,8.0,,-1.1486,-0.6124,302.6756000000001,Q2,Jordan
JOR,Female,1.0,0.0223,0.1931,7.0,47.74,-0.8745,-0.6043,448.1402999999999,Q2,Jordan
JOR,Male,,-0.4781,,7.0,,-1.5546,-0.3957,237.9462,Q2,Jordan
JOR,Female,1.0,1.5093,0.6387,6.0,17.0,-3.2359,-2.5001,289.79110000000003,Q1 (Lowest),Jordan
JOR,Female,1.0,0.1789,-0.0394,5.0,39.04,-2.7129,-1.8523,402.6333,Q1 (Lowest),Jordan
JOR,Female,1.0,0.028,,7.0,17.0,-2.5572,-1.9383,345.5252,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.6444,,9.0,76.49,-1.2874,0.0363,368.99559999999997,Q3,Jordan
JOR,Female,1.0,0.3282,-2.3868,7.0,35.34,-0.2714,-0.8128,367.4721,Q2,Jordan
JOR,Male,1.0,,,5.0,17.0,1.3057,-0.4839,359.5762,Q2,Jordan
JOR,Male,,,,,,-0.3464,,458.9488,,Jordan
JOR,Female,2.0,-0.6608,-0.4756,8.0,71.39,-1.7465,0.04,302.0498,Q3,Jordan
JOR,Female,1.0,-0.3261,-0.508,5.0,17.0,-1.1239,-1.7903,435.7526,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.0287,-0.7447,7.0,,-1.7729,-0.5208,375.03380000000004,Q2,Jordan
JOR,Male,1.0,-0.4867,0.7774,6.0,30.34,0.3789,-0.9776,411.729,Q2,Jordan
JOR,Female,1.0,-1.6339,0.3025,7.0,43.76,-2.4116,-0.6867,453.2278,Q2,Jordan
JOR,Female,1.0,-0.7246,0.6566,5.0,25.63,-2.3472,-1.8095,303.1884,Q1 (Lowest),Jordan
JOR,Male,1.0,,1.4533,8.0,61.18,,-0.6417,249.05869999999996,Q2,Jordan
JOR,Male,,-0.5964,0.7774,6.0,75.54,-3.1655,-1.0579,310.2772,Q2,Jordan
JOR,Female,,,,,,,,324.745,,Jordan
JOR,Female,1.0,-0.0437,-0.2704,9.0,82.41,-1.2305,0.5026,488.4115,Q3,Jordan
JOR,Female,1.0,0.8085,,7.0,54.62,-1.0554,-0.3438,441.7909000000001,Q2,Jordan
JOR,Male,1.0,0.3047,,10.0,85.41,0.9896,1.5635,365.6297,Q4 (Highest),Jordan
JOR,Male,1.0,-0.3641,1.1287,6.0,38.44,-2.337,-1.9611,453.2979,Q1 (Lowest),Jordan
JOR,Female,,,,6.0,76.49,-0.0529,-0.2083,349.2607,Q2,Jordan
JOR,Male,1.0,-0.47,0.3378,8.0,54.35,-1.4512,-0.0108,331.4723,Q3,Jordan
JOR,Male,2.0,0.487,0.8918,9.0,76.65,-0.6737,0.2559,478.87029999999993,Q3,Jordan
JOR,Female,2.0,-0.6559,-0.2369,5.0,75.54,2.0685,1.0164,242.93640000000005,Q4 (Highest),Jordan
JOR,Female,2.0,0.1448,,7.0,17.0,-2.4141,-1.6008,321.2466,Q1 (Lowest),Jordan
JOR,Male,,0.4662,-0.7279,7.0,75.54,-2.2361,-0.4885,433.97979999999995,Q2,Jordan
JOR,Female,1.0,-0.8606,-2.382,10.0,76.49,0.3775,0.7519,269.1145,Q4 (Highest),Jordan
JOR,Female,1.0,-0.2388,1.1417,6.0,47.42,-1.2952,-0.9758,297.73819999999995,Q2,Jordan
JOR,Male,1.0,0.7286,,6.0,17.0,-2.051,-1.952,322.95120000000003,Q1 (Lowest),Jordan
JOR,Male,1.0,-0.2326,1.2996,5.0,57.37,-1.4224,-0.8478,310.3189,Q2,Jordan
JOR,Male,1.0,-0.1869,0.1031,8.0,17.0,-1.4028,-1.1799,469.5135,Q1 (Lowest),Jordan
JOR,Male,,-1.1175,-0.2758,10.0,85.41,-1.2377,0.3787,364.2627,Q3,Jordan
JOR,Female,1.0,-0.4987,-2.249,5.0,17.0,-1.3759,-1.7452,374.8158,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.47,2.6109,9.0,76.49,-1.5697,-0.0281,322.2067,Q2,Jordan
JOR,Female,,-1.0113,-0.0394,5.0,17.0,-4.9442,-3.4004,379.3842,Q1 (Lowest),Jordan
JOR,Female,1.0,0.4662,0.8918,7.0,71.39,-1.5298,-0.5037,359.2795,Q2,Jordan
JOR,Male,2.0,0.5274,-2.249,9.0,76.65,1.0245,0.6231,283.7492,Q4 (Highest),Jordan
JOR,Female,1.0,-0.5555,0.429,8.0,76.65,-1.4741,-0.1997,390.06609999999995,Q2,Jordan
JOR,Male,1.0,2.7308,-2.382,5.0,51.63,-1.8487,-1.2594,322.36839999999995,Q1 (Lowest),Jordan
JOR,Male,1.0,-1.391,0.905,2.0,17.0,-0.9191,-2.2123,263.1771,Q1 (Lowest),Jordan
JOR,Female,1.0,-1.1045,2.5078,10.0,76.49,1.6292,1.0387,410.1937,Q4 (Highest),Jordan
JOR,Female,1.0,-0.4886,1.4533,9.0,86.72,-1.6206,0.3228,386.9341,Q3,Jordan
JOR,Female,1.0,0.0271,0.1748,6.0,17.0,-2.3074,-2.0518,343.95719999999994,Q1 (Lowest),Jordan
JOR,Female,2.0,-0.5649,0.1031,6.0,71.39,-0.464,-0.0789,427.65149999999994,Q2,Jordan
JOR,Male,1.0,,,6.0,,-1.4212,-1.4136,355.25530000000003,Q1 (Lowest),Jordan
JOR,Female,1.0,-0.0349,-0.2045,6.0,56.03,-1.6586,-1.0757,339.8185,Q1 (Lowest),Jordan
