CNT,gender,immigrant_status,belonging,math_anxiety,parent_edu,parent_occ,ict_resources,ses,math_score,ses_quartile,country
MAR,Female,1.0,-0.3261,0.3729,3.0,29.18,-2.3288,-2.5384,303.82399999999996,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.3261,0.8251,1.0,17.0,-1.9823,-3.5399,442.601,Q1 (Lowest),Morocco
MAR,Male,1.0,0.2326,0.051,3.0,22.77,-2.4905,-2.7218,403.46590000000003,Q1 (Lowest),Morocco
MAR,Male,1.0,2.7474,1.4533,6.0,17.0,-1.2892,-1.5078,410.709,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.2482,0.6647,5.0,35.34,-1.2449,-1.5505,419.73310000000004,Q1 (Lowest),Morocco
MAR,Male,1.0,,,6.0,30.78,-1.7973,-1.3962,312.31260000000003,Q1 (Lowest),Morocco
MAR,Female,1.0,-1.0406,,3.0,25.2,-1.6618,-1.9759,301.11260000000004,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.3261,1.1606,8.0,46.38,-0.7408,-0.2295,553.7197,Q2,Morocco
MAR,Female,1.0,-0.4514,1.0161,6.0,,-1.6682,-1.4894,391.78229999999996,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.4514,0.429,9.0,82.41,-0.4061,0.7905,345.54800000000006,Q4 (Highest),Morocco
MAR,Male,1.0,-0.6508,0.5238,6.0,21.96,-1.3194,-1.6198,318.9309,Q1 (Lowest),Morocco
MAR,Female,1.0,0.5335,,1.0,17.0,-2.3652,-3.5705,295.15479999999997,Q1 (Lowest),Morocco
MAR,Male,1.0,0.0422,-0.5191,1.0,21.82,-2.3083,-3.4089,348.40340000000003,Q1 (Lowest),Morocco
MAR,Male,,-0.773,,3.0,31.08,-1.7391,-2.0587,263.3156,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.2027,,1.0,39.04,-1.9432,-3.074,357.34409999999997,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.338,-0.0575,3.0,21.96,-1.3944,-2.176,362.8284,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.0504,,2.0,35.34,-2.6528,-3.0926,396.51429999999993,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.9943,,4.0,35.34,1.4765,-0.7165,405.47510000000005,Q2,Morocco
MAR,Female,1.0,-0.88,0.544,5.0,35.34,-1.2429,-1.2736,360.21549999999996,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.338,2.6149,8.0,82.41,0.2573,0.8789,476.658,Q4 (Highest),Morocco
MAR,Male,1.0,,0.5653,3.0,73.71,-1.7715,-1.3647,312.96220000000005,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.8761,,3.0,11.01,-2.7633,-2.861,347.46979999999996,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.0923,,5.0,,-1.9975,-1.2443,317.184,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.302,1.2587,4.0,25.23,-1.6598,-1.7889,411.6011,Q1 (Lowest),Morocco
MAR,Female,1.0,-1.0358,2.5026,6.0,17.0,-1.0268,-1.4739,296.1321,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.776,0.8251,9.0,17.0,-1.6647,-1.1092,306.46410000000003,Q1 (Lowest),Morocco
MAR,Male,1.0,0.3249,0.544,1.0,17.69,-2.2792,-3.5509,392.4626,Q1 (Lowest),Morocco
MAR,Female,1.0,,,6.0,24.53,-1.9719,-1.867,329.802,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.2507,0.1748,10.0,82.41,-0.5381,0.9834,395.6502,Q4 (Highest),Morocco
MAR,Male,1.0,-0.7388,,6.0,,-3.493,-1.6725,300.1346,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.9534,,3.0,28.84,-4.151,-2.8705,358.08770000000004,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.6458,,1.0,17.0,-0.8053,-3.2231,397.9512,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.1671,0.4627,1.0,21.96,-1.3005,-3.1979,387.53389999999996,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.2507,0.6566,8.0,35.34,0.0565,0.0243,405.6531,Q3,Morocco
MAR,Female,1.0,-0.7603,,1.0,17.0,-1.5346,-3.4435,363.0434,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.608,,2.0,16.5,-1.275,-2.8733,324.35670000000005,Q1 (Lowest),Morocco
MAR,Male,,,,9.0,82.41,-0.3489,0.7785,320.42120000000006,Q4 (Highest),Morocco
MAR,Male,1.0,0.5296,,1.0,17.0,-2.2115,-3.9088,322.9742,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.0364,,3.0,27.91,-0.7746,-1.9794,324.50789999999995,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.2065,1.1287,7.0,25.23,-2.2719,-1.2758,289.6898,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.7743,,,25.2,-2.0143,-3.1866,317.84139999999996,Q1 (Lowest),Morocco
MAR,Female,1.0,,-0.5006,2.0,17.0,-1.7829,-2.5134,282.5496,Q1 (Lowest),Morocco
MAR,Female,1.0,0.0373,2.5026,2.0,17.0,-3.5576,-3.6108,341.806,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.7331,,6.0,29.18,-1.0054,-1.3461,330.4421,Q1 (Lowest),Morocco
MAR,Female,3.0,-1.0302,,1.0,17.0,-3.9959,-4.7699,275.69870000000003,Q1 (Lowest),Morocco
MAR,Female,1.0,-1.1729,,3.0,17.0,-1.2874,-2.0913,318.28139999999996,Q1 (Lowest),Morocco
MAR,Female,1.0,1.4693,2.5429,3.0,17.0,-4.4321,-3.2094,414.40509999999995,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.2669,-0.2885,2.0,24.53,-2.1487,-2.8969,352.8842,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.7204,,3.0,21.96,-2.5827,-2.4742,355.9331,Q1 (Lowest),Morocco
MAR,Male,1.0,,,3.0,17.0,-1.1338,-2.1806,289.8498000000001,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.0171,,1.0,23.47,-2.0273,-3.4317,445.9375,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.3261,,7.0,23.8,-1.5904,-1.3826,332.0803,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.1671,0.905,8.0,68.54,-0.6966,0.2791,373.8343,Q3,Morocco
MAR,Male,1.0,,,1.0,17.0,-1.2458,-3.2815,276.7242,Q1 (Lowest),Morocco
MAR,Male,1.0,0.4087,,9.0,35.34,-1.5315,-0.9332,437.1532,Q2,Morocco
MAR,Female,1.0,-0.4901,,1.0,17.0,-1.4931,-3.383,312.13500000000005,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.8911,0.1748,3.0,17.0,0.5282,-1.5925,246.79640000000003,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.5878,-1.1715,10.0,17.0,-0.1989,-0.6004,480.5893,Q2,Morocco
MAR,Male,1.0,-0.338,0.6387,10.0,71.39,-2.9558,-0.5527,357.02090000000004,Q2,Morocco
MAR,Female,1.0,-0.2288,-1.6826,3.0,23.47,-1.9537,-2.5037,387.8702,Q1 (Lowest),Morocco
MAR,Female,1.0,0.6622,0.3729,2.0,17.0,-1.8012,-2.5531,319.6982999999999,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.608,1.2595,1.0,35.34,-2.8355,-3.6129,390.3395999999999,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.4798,0.602,3.0,35.34,-2.3821,-2.3132,361.0897,Q1 (Lowest),Morocco
MAR,Female,1.0,0.9331,1.5426,6.0,28.08,-2.0273,-1.4273,329.7034,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.3261,,6.0,25.04,-1.584,-1.5846,303.88659999999993,Q1 (Lowest),Morocco
MAR,Female,1.0,0.3759,2.5026,2.0,25.23,-4.1882,-3.4401,392.3236,Q1 (Lowest),Morocco
MAR,Male,1.0,0.1901,0.8918,5.0,17.0,0.6676,-1.1623,315.82680000000005,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.3732,,6.0,22.77,-2.5572,-1.8967,386.99480000000005,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.5094,1.9128,5.0,23.47,-2.1059,-1.9096,348.65380000000005,Q1 (Lowest),Morocco
MAR,Female,1.0,-1.391,,3.0,35.34,-2.2424,-2.2933,305.8509,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.3485,,8.0,30.34,-0.4752,-0.5314,423.7236,Q2,Morocco
MAR,Male,1.0,-1.6161,1.2595,8.0,60.92,-0.595,0.1867,430.7252,Q3,Morocco
MAR,Male,1.0,-1.1353,,5.0,,-2.1046,-1.7816,289.2921,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.5841,0.4252,5.0,24.09,-0.1363,-1.0518,315.7088,Q2,Morocco
MAR,Male,1.0,-0.3128,,1.0,17.0,-3.4386,-3.9628,331.8167,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.7946,,6.0,24.53,-2.3157,-2.2985,299.6849,Q1 (Lowest),Morocco
MAR,Male,1.0,0.1436,-0.0575,3.0,29.18,-1.4695,-2.0906,401.91229999999996,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.2409,-0.1172,9.0,82.41,-1.443,0.3806,466.741,Q3,Morocco
MAR,Female,1.0,2.7562,-0.2758,6.0,24.53,-1.5637,-1.5921,285.75789999999995,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.8835,,2.0,17.0,-4.1882,-4.167,348.1333,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.2352,1.9128,8.0,76.49,-0.5039,0.2932,485.26030000000003,Q3,Morocco
MAR,Female,1.0,-0.8181,1.2587,6.0,30.34,-0.7467,-1.3167,337.03139999999996,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.604,0.7889,1.0,35.34,1.1774,-2.0735,329.89430000000004,Q1 (Lowest),Morocco
MAR,Female,1.0,0.114,-0.0575,5.0,80.78,0.3536,0.0901,339.8354,Q3,Morocco
MAR,Male,1.0,1.4693,-0.0575,1.0,25.23,-0.8053,-2.7307,484.90109999999993,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.3854,,1.0,24.53,-1.319,-3.062,297.8594,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.3389,1.0161,1.0,17.0,-1.1421,-2.9988,322.7269,Q1 (Lowest),Morocco
MAR,Female,1.0,0.3902,,5.0,35.34,-2.0983,-1.4947,399.62109999999996,Q1 (Lowest),Morocco
MAR,Female,1.0,1.4683,-0.3794,1.0,20.95,-1.0884,-2.8792,326.83299999999997,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.631,-0.5191,6.0,21.96,-1.9081,-1.9479,278.9116,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.1981,,5.0,17.0,-2.5078,-2.2075,399.1944,Q1 (Lowest),Morocco
MAR,Female,1.0,2.2967,0.8251,8.0,86.72,0.6419,0.8664,402.293,Q4 (Highest),Morocco
MAR,Male,1.0,0.5639,-1.1715,3.0,28.84,-3.0438,-2.6356,312.2532,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.8994,,6.0,25.04,1.639,-0.469,350.38689999999997,Q2,Morocco
MAR,Male,1.0,-0.8572,,5.0,29.18,-0.9565,-1.2496,327.1934,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.4941,0.6566,5.0,17.0,-0.937,-1.743,413.9405,Q1 (Lowest),Morocco
MAR,Female,,-0.4422,,5.0,30.59,-2.0464,-1.752,276.67470000000003,Q1 (Lowest),Morocco
MAR,Female,1.0,0.734,,1.0,17.0,-3.5384,-4.1806,362.0200000000001,Q1 (Lowest),Morocco
MAR,Female,1.0,,,,,-3.8709,,255.89149999999995,,Morocco
MAR,Female,1.0,-0.3485,,7.0,24.53,-1.6208,-1.034,292.3468,Q2,Morocco
MAR,Male,1.0,-0.0412,,3.0,25.95,-2.2223,-2.476,395.8388,Q1 (Lowest),Morocco
MAR,Female,1.0,0.0977,,3.0,24.53,-2.1954,-2.3967,356.80909999999994,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.338,0.1031,1.0,17.0,-3.0827,-4.0759,328.39669999999995,Q1 (Lowest),Morocco
MAR,Female,1.0,-1.337,0.1967,2.0,35.34,-1.5911,-2.5884,352.2267,Q1 (Lowest),Morocco
MAR,Female,1.0,0.1689,0.1031,2.0,24.53,-1.8529,-2.5813,355.17719999999997,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.3261,-0.7447,5.0,17.0,-1.9523,-1.6891,472.44669999999996,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.4986,-0.0394,4.0,76.65,0.0708,-0.2138,409.70950000000005,Q2,Morocco
MAR,Male,1.0,-0.266,-0.9755,2.0,35.34,-1.7497,-2.6226,357.9984,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.8251,,2.0,23.8,-3.493,-3.3164,330.2351,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.631,0.5653,10.0,24.53,0.1511,0.1115,378.4455,Q3,Morocco
MAR,Female,1.0,-0.5964,0.7774,4.0,70.4,-1.9523,-0.9868,381.4919,Q2,Morocco
MAR,Female,1.0,-0.3128,,3.0,17.0,-1.3171,-2.2436,270.4383,Q1 (Lowest),Morocco
MAR,Female,1.0,,0.1966,2.0,25.63,-2.7871,-3.1876,288.97159999999997,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.6035,-0.2758,6.0,17.0,-2.2886,-2.0697,328.79249999999996,Q1 (Lowest),Morocco
MAR,Female,1.0,0.2069,2.5026,5.0,64.98,-1.026,-0.6807,347.48670000000004,Q2,Morocco
MAR,Female,1.0,0.487,,1.0,21.96,-5.0283,-4.2387,389.8714,Q1 (Lowest),Morocco
MAR,Male,1.0,0.0138,,3.0,23.8,-1.5398,-2.014,343.22429999999997,Q1 (Lowest),Morocco
MAR,Female,1.0,-3.2569,,2.0,17.0,-1.1491,-2.7403,317.9532,Q1 (Lowest),Morocco
MAR,Male,1.0,0.3902,0.1748,1.0,28.84,0.5864,-2.4479,341.2054,Q1 (Lowest),Morocco
MAR,Female,1.0,,-0.8776,3.0,,-0.8344,-1.5602,346.98850000000004,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.3397,,2.0,17.0,-2.2444,-3.0186,334.6643,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.5996,0.133,9.0,29.18,-1.2837,-0.4978,402.5887,Q2,Morocco
MAR,Female,1.0,0.3532,,1.0,17.0,-3.2753,-3.6576,369.02920000000006,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.391,0.905,3.0,29.18,-1.7002,-1.7305,377.0057,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.4849,2.5026,9.0,36.92,-1.0354,-0.795,330.1875,Q2,Morocco
MAR,Female,1.0,-0.1671,1.0161,2.0,22.16,-0.5665,-2.4034,388.0049,Q1 (Lowest),Morocco
MAR,Female,1.0,0.1686,-0.2758,2.0,35.34,-1.4641,-2.6627,366.7089,Q1 (Lowest),Morocco
MAR,Female,1.0,,0.7111,,30.78,-1.3149,-2.0599,293.9923,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.9268,,3.0,17.0,-2.8355,-2.9203,408.60229999999996,Q1 (Lowest),Morocco
MAR,Female,1.0,,,1.0,27.91,-3.2753,-3.5022,303.56370000000004,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.338,-0.4577,1.0,17.0,-2.5653,-3.6224,347.52799999999996,Q1 (Lowest),Morocco
MAR,Male,1.0,0.4063,,1.0,29.18,-1.7497,-2.9817,316.5308,Q1 (Lowest),Morocco
MAR,Female,1.0,0.3857,,6.0,27.91,-2.4182,-1.8848,358.0264,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.633,,10.0,17.0,-0.4526,-0.6155,342.02920000000006,Q2,Morocco
MAR,Female,1.0,-0.3128,0.6647,6.0,25.2,-1.0884,-1.4144,383.55819999999994,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.3261,,2.0,17.0,-2.0694,-3.1671,324.7187,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.6838,1.1417,3.0,17.0,-3.4386,-2.8964,322.0373,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.1981,,6.0,31.08,-0.59,-1.2181,348.24189999999993,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.073,-0.2758,1.0,17.0,-0.1881,-2.7672,334.10659999999996,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.4277,,9.0,28.6,,-0.5286,274.7476,Q2,Morocco
MAR,Male,1.0,-2.8168,2.6109,3.0,23.47,-2.5238,-2.5489,396.97099999999995,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.2482,-0.5191,9.0,65.01,-1.0216,-0.0651,415.59880000000004,Q2,Morocco
MAR,Male,,-0.0066,0.8251,1.0,17.0,-1.134,-3.1223,399.52360000000004,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.3001,-0.7107,6.0,25.95,-1.4152,-1.432,337.3267,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.2078,0.1031,6.0,17.0,-3.0827,-2.7904,249.46910000000003,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.1327,0.602,2.0,17.0,-5.0283,-4.4858,321.7848,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.8526,,6.0,30.78,-0.9462,-1.1185,379.60389999999995,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.9787,1.8028,5.0,25.63,-2.9167,-1.9545,420.79409999999996,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.7865,1.5426,6.0,25.2,-1.9757,-1.9274,361.11289999999997,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.8865,,9.0,39.04,-0.7461,-0.5382,370.2082,Q2,Morocco
MAR,Male,1.0,0.9331,0.1748,6.0,,-1.2437,-0.3028,329.88950000000006,Q2,Morocco
MAR,Female,1.0,-0.6372,,1.0,17.0,-3.4231,-3.8372,288.1448,Q1 (Lowest),Morocco
MAR,Female,1.0,-1.0594,,6.0,17.0,-1.7824,-1.5139,319.13839999999993,Q1 (Lowest),Morocco
MAR,Female,,,,4.0,17.0,-2.6091,-2.2139,313.9402999999999,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.2482,0.1748,6.0,17.0,-2.1171,-2.1877,380.40880000000004,Q1 (Lowest),Morocco
MAR,Male,1.0,2.7474,0.133,9.0,35.34,0.1808,0.0401,451.6047,Q3,Morocco
MAR,Male,1.0,-0.7823,,1.0,23.47,-1.8273,-3.4504,395.9321,Q1 (Lowest),Morocco
MAR,Male,1.0,0.7286,-0.2704,5.0,17.0,0.9361,-1.3389,401.6706,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.2027,0.3729,7.0,82.41,-0.1889,0.1689,417.2351,Q3,Morocco
MAR,Male,1.0,-0.338,,6.0,17.0,-1.705,-1.7428,335.51250000000005,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.9068,0.3025,9.0,82.41,-1.0216,0.4026,386.5693,Q3,Morocco
MAR,Male,1.0,,0.4067,10.0,,-1.5618,-1.0436,270.6382,Q2,Morocco
MAR,Female,1.0,0.7101,-0.0575,5.0,25.95,-1.651,-1.5895,355.14739999999995,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.2355,,1.0,51.01,-0.0435,-2.5048,390.4867,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.6035,0.602,1.0,17.0,-2.8571,-3.8643,330.53149999999994,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.8205,2.5026,1.0,28.84,-3.4811,-3.9107,317.36519999999996,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.3128,0.3729,5.0,23.47,-1.4896,-1.8123,312.5286,Q1 (Lowest),Morocco
MAR,Male,1.0,0.8452,,10.0,25.2,-1.9832,-0.9818,332.2445000000001,Q2,Morocco
MAR,Male,1.0,-0.9901,0.429,8.0,82.41,-0.7238,0.5321,424.6839,Q3,Morocco
MAR,Female,1.0,-0.2031,-0.1371,5.0,35.34,0.5874,-0.9934,402.39149999999995,Q2,Morocco
MAR,Female,1.0,-0.6898,-0.0394,1.0,21.96,-1.8007,-3.3252,487.31350000000003,Q1 (Lowest),Morocco
MAR,Female,1.0,-1.5127,-0.1172,9.0,25.63,-2.8691,-1.3686,252.83379999999997,Q1 (Lowest),Morocco
MAR,Female,1.0,2.7308,,9.0,31.08,0.1511,-0.3694,446.61980000000005,Q2,Morocco
MAR,Male,1.0,-0.8996,,10.0,48.1,-3.2198,-0.9151,325.6335,Q2,Morocco
MAR,Male,1.0,-0.4395,,6.0,,-1.4345,-0.6728,390.59119999999996,Q2,Morocco
MAR,Male,1.0,0.9331,,1.0,21.96,-1.533,-3.3748,358.6621,Q1 (Lowest),Morocco
MAR,Female,1.0,0.5639,0.6647,5.0,50.15,0.449,-0.7224,435.3206,Q2,Morocco
MAR,Male,1.0,-1.3989,-0.5191,3.0,71.39,-1.5087,-0.9376,360.1475,Q2,Morocco
MAR,Male,1.0,-0.7765,0.1932,5.0,60.92,-1.7465,-0.8941,399.6031,Q2,Morocco
MAR,Male,1.0,-0.5097,,2.0,23.47,-1.3312,-2.0725,484.7585000000001,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.2853,0.6387,1.0,21.96,-2.3821,-3.6167,364.90940000000006,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.6838,1.0508,3.0,17.0,-3.4386,-3.5741,502.8804999999999,Q1 (Lowest),Morocco
MAR,Male,1.0,2.7474,,10.0,86.72,0.3536,0.7614,427.81850000000003,Q4 (Highest),Morocco
MAR,Female,1.0,-0.0748,2.635,1.0,17.0,-1.459,-3.3758,357.23850000000004,Q1 (Lowest),Morocco
MAR,Female,1.0,0.7639,,1.0,35.34,-1.7752,-3.1723,444.6621,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.4676,-0.9158,1.0,30.34,0.6225,-2.3304,487.57610000000005,Q1 (Lowest),Morocco
MAR,Female,1.0,2.4581,0.1031,9.0,65.01,-0.4979,0.3265,380.50329999999997,Q3,Morocco
MAR,Female,1.0,-0.3128,2.5429,2.0,17.0,-2.0791,-3.3629,283.3034,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.3261,2.6109,6.0,31.08,-1.1803,-0.9938,353.8073,Q2,Morocco
MAR,Male,1.0,0.0767,1.3404,8.0,25.95,-0.2543,-0.0821,344.03620000000006,Q2,Morocco
MAR,Female,1.0,-1.0046,0.6387,6.0,23.47,-5.0283,-3.7348,293.92269999999996,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.4946,0.7774,4.0,43.76,-1.188,-1.2712,388.2368,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.0695,,2.0,29.18,,-2.7982,269.13620000000003,Q1 (Lowest),Morocco
MAR,Female,1.0,1.0491,,5.0,17.0,-2.9562,-2.3264,367.63829999999996,Q1 (Lowest),Morocco
MAR,Male,1.0,,,3.0,29.18,-1.2553,-1.7455,266.5907,Q1 (Lowest),Morocco
MAR,Female,1.0,0.8651,0.6566,5.0,17.69,-2.0857,-1.6668,375.2126,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.444,0.1748,7.0,17.0,-1.7116,-1.2799,370.41549999999995,Q1 (Lowest),Morocco
MAR,Female,,-0.9245,,1.0,21.96,-2.8355,-3.8007,354.82620000000003,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.2405,,6.0,17.0,-0.0588,-1.5358,353.61740000000003,Q1 (Lowest),Morocco
MAR,Female,1.0,0.8651,-1.1715,1.0,35.34,-2.0215,-2.9472,432.421,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.4514,-0.1172,9.0,82.41,-0.7415,0.9146,490.0678,Q4 (Highest),Morocco
MAR,Female,1.0,-1.3192,1.1417,9.0,82.41,-2.979,-0.4775,358.14459999999997,Q2,Morocco
MAR,Female,1.0,1.4872,-1.6625,9.0,49.48,0.8641,0.6082,485.4362,Q4 (Highest),Morocco
MAR,Female,1.0,-0.0645,,5.0,76.65,-2.2145,-0.7664,418.5105,Q2,Morocco
MAR,Female,1.0,0.0422,0.5653,1.0,28.84,-1.7923,-3.0272,365.4958,Q1 (Lowest),Morocco
MAR,Female,1.0,0.1564,1.0112,3.0,36.35,-1.5252,-1.8714,363.2355,Q1 (Lowest),Morocco
MAR,Female,1.0,0.0271,,1.0,22.57,-2.2289,-3.6532,399.7580999999999,Q1 (Lowest),Morocco
MAR,Female,1.0,-0.3261,,9.0,17.0,-2.5893,-1.547,343.9425,Q1 (Lowest),Morocco
MAR,Female,1.0,0.1426,,10.0,27.91,-4.1882,-1.8917,373.2502,Q1 (Lowest),Morocco
MAR,Female,1.0,0.3086,,3.0,21.96,-3.0438,-2.8708,374.471,Q1 (Lowest),Morocco
MAR,Male,1.0,0.3605,,2.0,,-2.3438,-2.9569,314.99399999999997,Q1 (Lowest),Morocco
MAR,Male,1.0,2.1143,1.2918,10.0,68.54,1.2976,0.5253,336.00079999999997,Q3,Morocco
MAR,Male,1.0,-0.4602,0.051,3.0,68.54,-0.3773,-0.9393,350.06350000000003,Q2,Morocco
MAR,Male,1.0,-1.2018,-0.0394,10.0,81.05,-1.0269,0.7328,359.56620000000004,Q4 (Highest),Morocco
MAR,Female,1.0,-1.7108,0.8251,5.0,,-0.41,-0.7642,567.1510999999999,Q2,Morocco
MAR,Male,,,,,,,,348.2107,,Morocco
MAR,Female,1.0,,,1.0,17.0,-1.2462,-3.5688,319.62829999999997,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.386,2.635,1.0,21.96,-1.8007,-3.393,346.18559999999997,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.3665,-0.508,1.0,21.96,-3.5576,-3.6764,400.2369,Q1 (Lowest),Morocco
MAR,Male,1.0,-0.0446,0.6647,2.0,17.0,-1.7161,-2.804,367.034,Q1 (Lowest),Morocco
MAR,Male,1.0,0.8759,0.8251,6.0,35.34,-0.6613,-1.358,465.9306,Q1 (Lowest),Morocco
MAR,Female,1.0,0.0177,,6.0,17.0,-2.4347,-2.3644,325.42580000000004,Q1 (Lowest),Morocco
MAR,Male,1.0,0.8311,-0.508,2.0,25.63,-2.4763,-3.0772,293.6781,Q1 (Lowest),Morocco
MAR,Male,1.0,0.0342,,1.0,17.0,-2.5324,-3.7648,307.0567,Q1 (Lowest),Morocco
MAR,Female,1.0,-2.8882,,5.0,36.92,-0.6526,-0.9564,349.4125,Q2,Morocco
MAR,Male,1.0,-1.3665,-0.5191,5.0,82.41,-2.3741,-0.8633,350.03499999999997,Q2,Morocco
MAR,Male,1.0,-0.1982,,7.0,16.5,-2.1895,-1.6149,322.2951,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.1175,0.051,9.0,35.34,1.1718,0.0789,340.265,Q3,Morocco
MAR,Female,1.0,-0.1381,-0.3794,2.0,35.34,-0.8053,-2.1992,421.09259999999995,Q1 (Lowest),Morocco
MAR,Male,1.0,-1.0646,0.6387,10.0,65.01,-0.5303,0.2377,365.21659999999997,Q3,Morocco
MAR,Female,1.0,-0.338,,1.0,21.96,-2.3288,-3.6369,304.23040000000003,Q1 (Lowest),Morocco
MAR,Female,1.0,-1.1512,0.7774,1.0,35.34,-3.6205,-3.6143,372.97009999999995,Q1 (Lowest),Morocco
MAR,Female,1.0,0.3086,-2.3868,6.0,17.0,-0.8047,-1.5443,368.9232,Q1 (Lowest),Morocco
MAR,Male,1.0,0.3863,1.2918,6.0,17.0,-2.3821,-2.2502,384.1247,Q1 (Lowest),Morocco
MAR,Female,1.0,,,1.0,17.0,-2.3741,-3.6145,291.1861,Q1 (Lowest),Morocco
MAR,Female,1.0,0.2442,1.0161,4.0,58.05,-1.3548,-0.9378,404.08180000000004,Q2,Morocco
